gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
1586	prodigal	AFKMEEHG_02124	BB163_AFKMEEHG_02124	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit"	Y	sulfide dehydrogenase subunit beta	K00528					0.106454	0.052174	0.060535	0.032898	0.015054	0.028974	0.069149	0.155196	0	0
1737	prodigal	AFKMEEHG_00320	BB163_AFKMEEHG_00320	Glutamine-dependent NAD( ) synthetase (nadE_1)	Y	Carbon-nitrogen hydrolase	0					0.01326	0.015597	0.006032	0.014049	0.015001	0.019248	0.011484	0.019331	0	0
387	prodigal	AFKMEEHG_00664	BB163_AFKMEEHG_00664	hypothetical protein	Y	lipopolysaccharide export system permease protein	K07091					0.004959	0.003889	0	0.007006	0.014961	0.010798	0.01718	0	0	0
1553	prodigal	AFKMEEHG_02196	BB163_AFKMEEHG_02196	Glutamyl-tRNA(Gln) amidotransferase subunit A (gatA)	Y	Amidase	K02433					0.035499	0.024744	0.035887	0.027861	0.014874	0.028628	0.020497	0.040252	0	0
1564	prodigal	AFKMEEHG_02207	BB163_AFKMEEHG_02207	Lipid-A-disaccharide synthase (lpxB)	Y	lipid A biosynthetic process	K00748					0.014683	0.011514	0.013359	0.017286	0.014765	0.010657	0.004239	0.007135	0	0
778	prodigal	AFKMEEHG_01204	BB163_AFKMEEHG_01204	dTDP-4-dehydrorhamnose reductase (rmlD)	Y	RmlD substrate binding domain	K00067					0.012983	0.020362	0.011813	0.022927	0.014688	0.014135	0.016867	0.018928	0	0
1696	prodigal	AFKMEEHG_00361	BB163_AFKMEEHG_00361	"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (cpdA_1)"	Y	"3',5'-cyclic-AMP phosphodiesterase"	0					0.006492	0.010181	0	0.009171	0.014688	0.018847	0.011245	0	0	0
1720	prodigal	AFKMEEHG_00337	BB163_AFKMEEHG_00337	N-carbamoyl-D-amino acid hydrolase	Y	Carbon-nitrogen hydrolase	K12251					0.025788	0.010111	0	0.009108	0.014587	0.014038	0.011167	0.018797	0	0
187	prodigal	AFKMEEHG_00822	BB163_AFKMEEHG_00822	hypothetical protein	Y	intracellular manganese ion homeostasis	0					0.006425	0.010076	0.011691	0.009076	0.014537	0.023315	0.022258	0	0	0
167	prodigal	AFKMEEHG_00802	BB163_AFKMEEHG_00802	hypothetical protein	Y	HD domain	0					0	0.003769	0.004373	0.003395	0.014499	0.006977	0	0.007007	0	0
193	prodigal	AFKMEEHG_00828	BB163_AFKMEEHG_00828	Polyphosphate:ADP phosphotransferase	Y	AMP-polyphosphate phosphotransferase	0					0.019208	0.020083	0	0.009045	0.014487	0.004647	0.011091	0	0	0
1657	prodigal	AFKMEEHG_00400	BB163_AFKMEEHG_00400	Pantothenate synthetase (panC)	Y	Pantoate-beta-alanine ligase	K01918					0.032014	0.005021	0.005825	0.009045	0.014487	0.013941	0.022181	0.046672	0	0
17	prodigal	AFKMEEHG_00479	BB163_AFKMEEHG_00479	hypothetical protein	Y	0	0					0	0	0	0	0.014462	0	0.008304	0	0	0
2142	prodigal	AFKMEEHG_01256	BB163_AFKMEEHG_01256	hypothetical protein	Y	PD-(D/E)XK nuclease superfamily	0					0.007172	0.011249	0.006526	0.010133	0.014425	0.010411	0.004141	0.006971	0	0
870	prodigal	AFKMEEHG_00021	BB163_AFKMEEHG_00021	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene -1-carboxylate synthase (menD)	Y	Middle domain of thiamine pyrophosphate	K02551					0.03185	0.019981	0.014489	0.022498	0.014413	0.009247	0.011034	0.01393	0	0
2166	prodigal	AFKMEEHG_01567	BB163_AFKMEEHG_01567	hypothetical protein	Y	DNA binding	K07316					0.010527	0.009906	0	0.016359	0.014291	0.012225	0.012764	0.003069	0	0
997	prodigal	AFKMEEHG_00875	BB163_AFKMEEHG_00875	putative GTP-binding protein EngB (engB)	Y	50S ribosome-binding GTPase	K03978					0.028185	0.014735	0.017096	0	0.014172	0.013638	0	0.013697	0	0
1452	prodigal	AFKMEEHG_01634	BB163_AFKMEEHG_01634	Type-4 uracil-DNA glycosylase (udg)	Y	Uracil DNA glycosylase superfamily	K21929					0.009395	0.007367	0	0.006636	0.014172	0.006819	0	0	0	0
298	prodigal	AFKMEEHG_00183	BB163_AFKMEEHG_00183	hypothetical protein	Y	0	0					0	0	0.008505	0	0.014101	0	0	0	0	0
841	prodigal	AFKMEEHG_01140	BB163_AFKMEEHG_01140	Thiol:disulfide interchange protein DsbD (dsbD_2)	Y	Thioredoxin-like	0					0.008001	0.020914	0.009706	0.018839	0.014081	0.025165	0.018479	0.015553	0	0
1085	prodigal	AFKMEEHG_00964	BB163_AFKMEEHG_00964	Thiosulfate reductase cytochrome B subunit PhsC (phsC)	Y	Prokaryotic cytochrome b561	0					0.009301	0	0.008463	0.013141	0.014031	0	0.008056	0	0	0
471	prodigal	AFKMEEHG_02071	BB163_AFKMEEHG_02071	Phytoene desaturase (lycopene-forming) (crtI)	Y	Flavin containing amine oxidoreductase	K09835					0.033452	0.037891	0.010145	0.039382	0.014017	0.018884	0.028972	0.016256	0	0
1191	prodigal	AFKMEEHG_01846	BB163_AFKMEEHG_01846	hypothetical protein	Y	Sulphur oxidation protein SoxZ	0					0.018511	0.014516	0	0.013075	0.013961	0	0	0.026986	0	0
798	prodigal	AFKMEEHG_01183	BB163_AFKMEEHG_01183	GTPase Era (era)	Y	50S ribosome-binding GTPase	K03595					0.018389	0.033648	0.011154	0.030309	0.01387	0.013347	0.021236	0.035746	0	0
1329	prodigal	AFKMEEHG_00705	BB163_AFKMEEHG_00705	hypothetical protein	Y	OstA-like protein	0					0	0.004807	0.005577	0.02165	0.01387	0.008898	0	0	0	0
1067	prodigal	AFKMEEHG_00946	BB163_AFKMEEHG_00946	Molybdopterin molybdenumtransferase (moeA)	Y	MoeA C-terminal region (domain IV)	K03750					0.013747	0.014373	0.012508	0.006474	0.013824	0.016629	0.015875	0.013361	0	0
974	prodigal	AFKMEEHG_00852	BB163_AFKMEEHG_00852	O-acetylserine sulfhydrylase (cysK1)	Y	Pyridoxal-phosphate dependent enzyme	K01738					0.078911	0.0476	0.016568	0.017151	0.013734	0.035246	0.031544	0.044247	0	0
219	prodigal	AFKMEEHG_00565	BB163_AFKMEEHG_00565	Sensor histidine kinase RcsC (rcsC_6)	Y	His Kinase A (phospho-acceptor) domain	0					0	0.005672	0.00658	0.005109	0.013637	0.007874	0.003132	0	0	0
1234	prodigal	AFKMEEHG_01802	BB163_AFKMEEHG_01802	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (ndhI_2)"	Y	4Fe-4S dicluster domain	0					0	0.008507	0.019741	0.007663	0.013637	0.005249	0.021924	0.047448	0	0
580	prodigal	AFKMEEHG_01933	BB163_AFKMEEHG_01933	hypothetical protein	Y	eggnog:30INS	0					0	0	0	0.012698	0.013558	0	0	0	0	0
1934	prodigal	AFKMEEHG_00131	BB163_AFKMEEHG_00131	hypothetical protein	Y	0	0					0	0	0	0.012698	0.013558	0.013048	0	0	0	0
2191	prodigal	AFKMEEHG_01379	BB163_AFKMEEHG_01379	hypothetical protein	Y	"1,2-diacylglycerol 3-alpha-glucosyltransferase"	0					0.005973	0.009368	0.010869	0.012658	0.013515	0.013006	0.010347	0	0	0
2109	prodigal	AFKMEEHG_01455	BB163_AFKMEEHG_01455	Voltage-gated ClC-type chloride channel ClcB (clcB)	Y	"chloride channel protein, CIC family"	K03281					0.005964	0.009353	0.005426	0.014744	0.013494	0.015149	0.012913	0.004347	0	0
385	prodigal	AFKMEEHG_00662	BB163_AFKMEEHG_00662	hypothetical protein	Y	eggnog:COG1293	0					0.003554	0.016723	0.009702	0.020086	0.013404	0.015479	0.012314	0.005182	0	0
1852	prodigal	AFKMEEHG_00202	BB163_AFKMEEHG_00202	hypothetical protein	Y	eggnog:COG0561	0					0.026582	0.017371	0.004031	0.031294	0.013366	0.025724	0.011511	0.006459	0	0
177	prodigal	AFKMEEHG_00812	BB163_AFKMEEHG_00812	DNA polymerase III subunit alpha (dnaE)	Y	Bacterial DNA polymerase III alpha NTPase domain	K02337					0.027072	0.029971	0.01304	0.020248	0.013212	0.016182	0.019309	0.004643	0	0
1395	prodigal	AFKMEEHG_01243	BB163_AFKMEEHG_01243	Nicotinamide-nucleotide amidohydrolase PncC (pncC)	Y	Probable molybdopterin binding domain	0					0.039406	0.0103	0.011951	0.012371	0.013209	0.015889	0.011376	0.01915	0	0
1601	prodigal	AFKMEEHG_00456	BB163_AFKMEEHG_00456	Chromosome partition protein Smc (smc_1)	Y	DNA repair protein RAD50	K03529					0.007895	0.012383	0	0.016731	0.0131	0.004584	0.004103	0.002302	0	0
1406	prodigal	AFKMEEHG_02242	BB163_AFKMEEHG_02242	hypothetical protein	Y	Septum formation initiator	0					0	0	0	0.012228	0.013056	0.012564	0.014993	0	0	0
379	prodigal	AFKMEEHG_00656	BB163_AFKMEEHG_00656	Riboflavin synthase (ribE)	Y	Lumazine binding domain	K00793					0.017231	0.027025	0	0.024343	0.012996	0.01876	0.014924	0	0	0
684	prodigal	AFKMEEHG_00003	BB163_AFKMEEHG_00003	hypothetical protein	Y	eggnog:COG1808	0					0	0.008994	0	0	0.012976	0.012487	0.009934	0	0	0
2133	prodigal	AFKMEEHG_01556	BB163_AFKMEEHG_01556	Adenylate kinase (adk)	Y	Adenylate kinase	K00939					0.060033	0.033626	0.062423	0.054521	0.012936	0.056021	0.044566	0.075017	0	0
79	prodigal	AFKMEEHG_01682	BB163_AFKMEEHG_01682	hypothetical protein	Y	Response regulator receiver domain	0					0.01709	0.018762	0.009329	0.012072	0.012889	0.014884	0.023682	0.014949	0	0
199	prodigal	AFKMEEHG_01082	BB163_AFKMEEHG_01082	Phosphoglucomutase (pgm_1)	Y	"Phosphoglucomutase/phosphomannomutase, C-terminal domain"	K01835					0.017027	0.013352	0.015492	0.014433	0.012842	0.01483	0.011798	0.044682	0	0
466	prodigal	AFKMEEHG_02076	BB163_AFKMEEHG_02076	Transcription-repair-coupling factor (mfd)	Y	UvrB interaction domain	K03723					0.057893	0.029375	0.015492	0.02165	0.012842	0.021009	0.02507	0.027306	0	0
236	prodigal	AFKMEEHG_00548	BB163_AFKMEEHG_00548	Sensor histidine kinase RcsC (rcsC_3)	Y	PAS fold	0					0.023397	0.00834	0.005806	0.012019	0.012833	0.016981	0.018421	0.021706	0	0
1933	prodigal	AFKMEEHG_00132	BB163_AFKMEEHG_00132	hypothetical protein	Y	eggnog:2ZAUV	0					0.025494	0.026656	0.023196	0.036017	0.012819	0.043176	0	0.024778	0	0
970	prodigal	AFKMEEHG_00470	BB163_AFKMEEHG_00470	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (miaB_2)	Y	"4 iron, 4 sulfur cluster binding"	K06168					0.021197	0.026596	0.015429	0.020962	0.01279	0.021539	0.014687	0	0	0
1682	prodigal	AFKMEEHG_00375	BB163_AFKMEEHG_00375	tRNA(Ile)-lysidine synthase (tilS)	Y	PP-loop family	K04075					0	0.008859	0	0.00399	0.01278	0.012299	0.004892	0	0	0
1266	prodigal	AFKMEEHG_01769	BB163_AFKMEEHG_01769	Ammonia channel (amt)	Y	Ammonium Transporter Family	K03320					0.01269	0.023219	0.011545	0.014939	0.012761	0.00921	0.014654	0	0	0
945	prodigal	AFKMEEHG_00096	BB163_AFKMEEHG_00096	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	Y	NAD dependent epimerase/dehydratase family	0					0.067373	0.057235	0.020433	0.039658	0.012703	0.0326	0.053488	0.024555	0	0
963	prodigal	AFKMEEHG_00113	BB163_AFKMEEHG_00113	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_1)"	Y	UbiA prenyltransferase family	K04040					0.033686	0.008805	0.010216	0.011898	0.012703	0.00815	0.029175	0	0	0
1573	prodigal	AFKMEEHG_02216	BB163_AFKMEEHG_02216	hypothetical protein	Y	eggnog:2ZNKM	0					0.016545	0	0	0	0.012479	0	0	0	0	0
1659	prodigal	AFKMEEHG_00398	BB163_AFKMEEHG_00398	Oligopeptide transport ATP-binding protein OppF (oppF)	Y	peptide/nickel transport system ATP-binding protein	K02032					0.02206	0.043247	0.010036	0.031165	0.012479	0.036025	0.009553	0.00804	0	0
1306	prodigal	AFKMEEHG_00681	BB163_AFKMEEHG_00681	Beta-hexosaminidase (nagZ_1)	Y	Glycosyl hydrolase family 3 N terminal domain	K01207					0.009892	0.005171	0.009	0.009317	0.012434	0.004786	0	0	0	0
1671	prodigal	AFKMEEHG_00386	BB163_AFKMEEHG_00386	Holliday junction ATP-dependent DNA helicase RuvB (ruvB)	Y	DNA binding	K03551					0.021803	0.021372	0.004959	0.023101	0.012333	0.015825	0.014162	0.007946	0	0
140	prodigal	AFKMEEHG_01744	BB163_AFKMEEHG_01744	hypothetical protein	Y	triacylglycerol lipase	0					0.016328	0.012804	0	0.017301	0.012315	0.011851	0.021213	0.023805	0	0
1463	prodigal	AFKMEEHG_01653	BB163_AFKMEEHG_01653	hypothetical protein	Y	Cadherin-like	0					0.005423	0.009568	0.011102	0.013407	0.01227	0.018696	0.005871	0.007906	0	0
732	prodigal	AFKMEEHG_01652	BB163_AFKMEEHG_01652	putative ABC transporter ATP-binding/permease protein	Y	ABC transporter	K16012					0.012983	0.010181	0.005906	0.006878	0.01224	0.007067	0.008434	0.009464	0	0
2129	prodigal	AFKMEEHG_02110	BB163_AFKMEEHG_02110	hypothetical protein	Y	Tetratricopeptide repeat	0					0	0.008474	0.004916	0.01145	0.012226	0.003922	0.00936	0	0	0
1600	prodigal	AFKMEEHG_00457	BB163_AFKMEEHG_00457	Phosphoglycolate phosphatase (gph)	Y	Haloacid dehalogenase-like hydrolase	0					0.072841	0.031734	0.022091	0.028585	0.012208	0.017623	0.056077	0.035398	0	0
1718	prodigal	AFKMEEHG_00339	BB163_AFKMEEHG_00339	Ferredoxin--NADP reductase	Y	Pyridine nucleotide-disulphide oxidoreductase	K21567					0.037607	0.02949	0.014664	0.018974	0.012156	0.015597	0.023265	0.007832	0	0
521	prodigal	AFKMEEHG_01355	BB163_AFKMEEHG_01355	"Peptidoglycan D,D-transpeptidase MrdA (mrdA)"	Y	Penicillin binding protein transpeptidase domain	K05515					0.003185	0.012488	0	0.008999	0.012011	0.023117	0.019309	0	0	0
1637	prodigal	AFKMEEHG_00420	BB163_AFKMEEHG_00420	Tetraacyldisaccharide 4'-kinase (lpxK)	Y	ATP binding	K00912					0	0.01246	0.009638	0.018706	0.011984	0.015376	0.013761	0.007721	0	0
2184	prodigal	AFKMEEHG_01372	BB163_AFKMEEHG_01372	D-inositol-3-phosphate glycosyltransferase (mshA_3)	Y	Glycosyltransferase Family 4	0					0.005296	0.016613	0.014456	0.026188	0.011984	0.01922	0.013761	0	0	0
1575	prodigal	AFKMEEHG_02218	BB163_AFKMEEHG_02218	Lipoprotein-releasing system ATP-binding protein LolD (lolD_4)	Y	ABC transporter	K09810					0.007922	0.006212	0	0.005596	0.01195	0.017249	0	0	0	0
1160	prodigal	AFKMEEHG_01877	BB163_AFKMEEHG_01877	UDP-N-acetylmuramate--L-alanine ligase (murC)	Y	ATP binding	K01924					0.019763	0.015498	0.007192	0.008376	0.011924	0.011475	0.013693	0.011525	0	0
1165	prodigal	AFKMEEHG_01872	BB163_AFKMEEHG_01872	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alan ine ligase (murF)	Y	ATP binding	K01929					0.039443	0.021651	0.028709	0.013931	0.011899	0.020039	0.017081	0.023001	0	0
1305	prodigal	AFKMEEHG_00680	BB163_AFKMEEHG_00680	Chlorophyllide reductase subunit Z (bchZ)	Y	"3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Z"	K11335					0.031554	0.012372	0.007177	0.022289	0.011899	0.017177	0.010248	0	0	0
812	prodigal	AFKMEEHG_01169	BB163_AFKMEEHG_01169	Uridylate kinase (pyrH)	Y	Amino acid kinase family	K09903					0.054988	0.0616	0.021441	0.044391	0.011849	0.028508	0.061232	0	0	0
1790	prodigal	AFKMEEHG_00267	BB163_AFKMEEHG_00267	Transcriptional regulatory protein ZraR (zraR_1)	Y	ATP binding	K07713					0.035275	0.033809	0.035661	0.022149	0.011825	0.028448	0.016973	0.022856	0	0
2040	prodigal	AFKMEEHG_00762	BB163_AFKMEEHG_00762	CC-adding tRNA nucleotidyltransferase	Y	HD domain	K00970					0.035128	0.027547	0.017756	0.02757	0.011775	0.028329	0.023663	0.017071	0	0
1621	prodigal	AFKMEEHG_00436	BB163_AFKMEEHG_00436	hypothetical protein	Y	carbohydrate metabolic process	0					0.038708	0.018212	0.003522	0.027342	0.011678	0.019666	0.030172	0.033859	0	0
1518	prodigal	AFKMEEHG_02159	BB163_AFKMEEHG_02159	Ribosome-binding factor A (rbfA)	Y	Ribosome-binding factor A	0					0	0	0	0.010825	0.011558	0	0.013272	0	0	0
1610	prodigal	AFKMEEHG_00447	BB163_AFKMEEHG_00447	putative ribonucleotide transport ATP-binding protein mkl (mkl)	Y	ABC transporter	K02065					0.007662	0.012017	0.006971	0.016237	0.011558	0.016684	0	0	0	0
860	prodigal	AFKMEEHG_00010	BB163_AFKMEEHG_00010	"8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase (kdsB_1)"	Y	3-deoxy-manno-octulosonate cytidylyltransferase	K00979					0.0152	0.011919	0.020744	0.016105	0.011464	0.02758	0	0.033239	0	0
1358	prodigal	AFKMEEHG_01206	BB163_AFKMEEHG_01206	Holo-[acyl-carrier-protein] synthase (acpS)	Y	4'-phosphopantetheinyl transferase superfamily	K00997					0	0	0	0	0.011464	0	0	0	0	0
1658	prodigal	AFKMEEHG_00399	BB163_AFKMEEHG_00399	Ribosomal RNA small subunit methyltransferase I (rsmI)	Y	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	K07056					0.0076	0.017879	0.006915	0.021474	0.011464	0.011032	0	0	0	0
1947	prodigal	AFKMEEHG_00118	BB163_AFKMEEHG_00118	hypothetical protein	Y	eggnog:2ZH8Q	0					0.022754	0.026764	0.013801	0.032145	0.011441	0.027525	0.042698	0.016586	0	0
1250	prodigal	AFKMEEHG_01786	BB163_AFKMEEHG_01786	hypothetical protein	Y	M42 glutamyl aminopeptidase	0					0.035086	0.019653	0	0.046027	0.011341	0.014552	0	0	0	0
1454	prodigal	AFKMEEHG_01636	BB163_AFKMEEHG_01636	hypothetical protein	Y	phosphatase activity	K01077					0	0	0.006697	0.0026	0.011103	0	0.003187	0	0	0
1166	prodigal	AFKMEEHG_01871	BB163_AFKMEEHG_01871	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-d iaminopimelate ligase (murE)"	Y	ATP binding	K01928					0.007332	0.008624	0.006671	0.007768	0.011059	0.002661	0.009525	0.005344	0	0
1244	prodigal	AFKMEEHG_01792	BB163_AFKMEEHG_01792	Glutathione-regulated potassium-efflux system protein KefC (kefC)	Y	Sodium/hydrogen exchanger family	K11747					0.008791	0.006894	0	0.00621	0.011051	0.017015	0.01269	0.004272	0	0
2050	prodigal	AFKMEEHG_00752	BB163_AFKMEEHG_00752	Cobalt-precorrin-6A reductase (cbiJ)	Y	Precorrin-6x reductase CbiJ/CobK	K05895					0.007275	0.005705	0.013238	0.005139	0.010973	0.01056	0.006301	0	0	0
474	prodigal	AFKMEEHG_02068	BB163_AFKMEEHG_02068	hypothetical protein	Y	"ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor"	0					0.101451	0.056825	0.079117	0.030712	0.010931	0.063114	0.037657	0.063387	0	0
589	prodigal	AFKMEEHG_01924	BB163_AFKMEEHG_01924	hypothetical protein	Y	PAS domain	0					0.028986	0.011365	0	0.015356	0.010931	0.015779	0.012552	0.021129	0	0
1796	prodigal	AFKMEEHG_00261	BB163_AFKMEEHG_00261	hypothetical protein	Y	Uncharacterised protein family UPF0047	0					0	0.011278	0	0.050793	0.010847	0.010438	0	0	0	0
62	prodigal	AFKMEEHG_01665	BB163_AFKMEEHG_01665	Beta-monoglucosyldiacylglycerol synthase	Y	Glycosyltransferase like family 2	0					0	0.007404	0	0.00667	0.010682	0.006853	0.008178	0	0	0
1497	prodigal	AFKMEEHG_02094	BB163_AFKMEEHG_02094	hypothetical protein	Y	Glycosyl transferase family 2	0					0	0.011065	0	0	0.010642	0.015362	0.012221	0	0	0
920	prodigal	AFKMEEHG_00071	BB163_AFKMEEHG_00071	Putative aminoacrylate hydrolase RutD (rutD_1)	Y	alpha/beta hydrolase fold	0					0.035143	0.038581	0.006395	0.00993	0.010602	0.025507	0.030437	0.010247	0	0
942	prodigal	AFKMEEHG_00093	BB163_AFKMEEHG_00093	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit (pyrK_2)"	Y	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	K02823					0.028009	0.010982	0	0.014838	0.010562	0.020329	0.018194	0	0	0
1086	prodigal	AFKMEEHG_00965	BB163_AFKMEEHG_00965	hypothetical protein	Y	eggnog:28I8B	0					0.007002	0.005491	0.006371	0.004946	0.010562	0.010164	0.012129	0.010208	0	0
889	prodigal	AFKMEEHG_00040	BB163_AFKMEEHG_00040	Transketolase (tkt)	Y	"Transketolase, C-terminal domain"	K00615					0.005589	0.013149	0.007628	0.023688	0.010539	0.010142	0.012102	0.008148	0	0
850	prodigal	AFKMEEHG_01131	BB163_AFKMEEHG_01131	hypothetical protein	Y	"two-component system, NarL family, response regulator NreC"	0					0.046507	0.007294	0.016926	0.029566	0.010523	0.013502	0.008056	0.01356	0	0
1835	prodigal	AFKMEEHG_00221	BB163_AFKMEEHG_00221	putative protein YccU (yccU)	Y	CoA binding domain	K06929					0.013952	0.021882	0	0.029566	0.010523	0.010127	0.012084	0.040681	0	0
2054	prodigal	AFKMEEHG_00748	BB163_AFKMEEHG_00748	putative ABC transporter ATP-binding protein	Y	ABC transporter	K02013					0.006976	0.00547	0	0.004928	0.010523	0.005063	0	0	0	0
44	prodigal	AFKMEEHG_02051	BB163_AFKMEEHG_02051	Adaptive-response sensory-kinase SasA (sasA_4)	Y	His Kinase A (phospho-acceptor) domain	K07636					0.064628	0.0181	0.0252	0.019565	0.010445	0.026804	0.027987	0.01346	0	0
1571	prodigal	AFKMEEHG_02214	BB163_AFKMEEHG_02214	hypothetical protein	Y	eggnog:COG3170	0					0.027698	0.03258	0	0	0.010445	0	0.071966	0	0	0
354	prodigal	AFKMEEHG_00585	BB163_AFKMEEHG_00585	hypothetical protein	Y	AI-2E family transporter	0					0.004594	0.003602	0.004179	0.009734	0.010394	0.010002	0.003978	0.006697	0	0
1647	prodigal	AFKMEEHG_00410	BB163_AFKMEEHG_00410	Bifunctional chorismate mutase/prephenate dehydratase (pheA)	Y	L-phenylalanine biosynthetic process	K04518					0.047938	0.016111	0	0.029025	0.01033	0.024853	0.035588	0.029952	0	0
2029	prodigal	AFKMEEHG_00773	BB163_AFKMEEHG_00773	Glucose-6-phosphate isomerase (pgi)	Y	Phosphoglucose isomerase	K01810					0.023969	0.013426	0.006231	0.016931	0.01033	0.014912	0.014828	0.02496	0	0
824	prodigal	AFKMEEHG_01157	BB163_AFKMEEHG_01157	hypothetical protein	Y	0	0					0	0	0	0	0.010292	0	0.00591	0	0	0
1775	prodigal	AFKMEEHG_00282	BB163_AFKMEEHG_00282	Chorismate synthase (aroC)	Y	Chorismate synthase	K01736					0.08188	0.039238	0.008277	0.035345	0.010292	0.026413	0.00788	0.026527	0	0
978	prodigal	AFKMEEHG_00856	BB163_AFKMEEHG_00856	Nucleoside diphosphate kinase (ndk)	Y	Nucleoside diphosphate kinase	K00940					0.120188	0.094249	0.048601	0.066031	0.010072	0.116311	0.127226	0.077875	0	0
913	prodigal	AFKMEEHG_00064	BB163_AFKMEEHG_00064	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (slyD)	Y	FKBP-type peptidyl-prolyl cis-trans isomerase	0					0.026519	0.020796	0	0.009366	0.010001	0.009624	0.011484	0.038661	0	0
912	prodigal	AFKMEEHG_00063	BB163_AFKMEEHG_00063	NAD-reducing hydrogenase HoxS subunit beta (hoxH)	Y	Nickel-dependent hydrogenase	0					0.004389	0	0.011979	0.0062	0.00993	0.006371	0	0.006398	0	0
500	prodigal	AFKMEEHG_01334	BB163_AFKMEEHG_01334	Serine--tRNA ligase (serS)	Y	ATP binding	K01875					0.052541	0.024034	0.007967	0.02165	0.009907	0.028601	0.030337	0.031916	0	0
1331	prodigal	AFKMEEHG_00707	BB163_AFKMEEHG_00707	hypothetical protein	Y	Peptidase family M23	0					0.01312	0.015433	0.011937	0.013901	0.009895	0.004761	0.005682	0	0	0
502	prodigal	AFKMEEHG_01336	BB163_AFKMEEHG_01336	O-acetyl-L-homoserine sulfhydrylase 1 (oah1)	Y	Cys/Met metabolism PLP-dependent enzyme	K01740					0.013074	0.010252	0.00793	0.009235	0.009861	0.003163	0.007549	0.006353	0	0
1210	prodigal	AFKMEEHG_01827	BB163_AFKMEEHG_01827	"Sulfite reductase, dissimilatory-type subunit alpha (dsvA)"	Y	Nitrite and sulphite reductase 4Fe-4S domain	K11180					0.017432	0.030757	0.059476	0.012314	0.009861	0.022142	0.022647	0.127069	0	0
1251	prodigal	AFKMEEHG_01785	BB163_AFKMEEHG_01785	Glutathione biosynthesis bifunctional protein GshAB (gshAB)	Y	Acetyltransferase (GNAT) family	0					0.016173	0.025365	0.008829	0.022848	0.009758	0.014086	0.002801	0.009431	0	0
921	prodigal	AFKMEEHG_00072	BB163_AFKMEEHG_00072	3-phosphoshikimate 1-carboxyvinyltransferase 1 (aroA1)	Y	cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase	K00800					0.043078	0.023647	0.015678	0.006086	0.009747	0.00938	0.026117	0.018841	0	0
